id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
1826,1.14,Average Home Price (City of Toronto),m,c,899728,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,5,NA,NA
1827,1.14,Average Home Price (City of Toronto),m,c,829479,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,6,NA,NA
1828,1.14,Average Home Price (City of Toronto),m,c,759441,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,7,NA,NA
1829,1.14,Average Home Price (City of Toronto),m,c,726712,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,8,NA,NA
1830,1.14,Average Home Price (City of Toronto),m,c,809591,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,9,NA,NA
1831,1.14,Average Home Price (City of Toronto),m,c,818201,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,10,NA,NA
1832,1.14,Average Home Price (City of Toronto),m,c,802220,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,11,NA,NA
1833,1.14,Average Home Price (City of Toronto),m,c,741684,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2017,12,NA,NA
1834,1.14,Average Home Price (City of Toronto),m,c,766616,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,1,NA,NA
1835,1.14,Average Home Price (City of Toronto),m,c,806494,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,2,NA,NA
1836,1.14,Average Home Price (City of Toronto),m,c,817642,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,3,NA,NA
1837,1.14,Average Home Price (City of Toronto),m,c,856817,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,4,NA,NA
1838,1.14,Average Home Price (City of Toronto),m,c,861970,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,5,NA,NA
1839,1.14,Average Home Price (City of Toronto),m,c,870559,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,6,NA,NA
1840,1.14,Average Home Price (City of Toronto),m,c,824336,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,7,NA,NA
1841,1.14,Average Home Price (City of Toronto),m,c,785223,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,8,NA,NA
1842,1.14,Average Home Price (City of Toronto),m,c,864275,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,9,NA,NA
1843,1.14,Average Home Price (City of Toronto),m,c,869870,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,10,NA,NA
1844,1.14,Average Home Price (City of Toronto),m,c,842483,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,11,NA,NA
1845,1.14,Average Home Price (City of Toronto),m,c,762627,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2018,12,NA,NA
1846,1.14,Average Home Price (City of Toronto),m,c,777674,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,1,NA,NA
1847,1.14,Average Home Price (City of Toronto),m,c,840211,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,2,NA,NA
1848,1.14,Average Home Price (City of Toronto),m,c,915213,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,3,NA,NA
1849,1.14,Average Home Price (City of Toronto),m,c,903992,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,4,NA,NA
1850,1.14,Average Home Price (City of Toronto),m,c,937804,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,5,NA,NA
1851,1.14,Average Home Price (City of Toronto),m,c,915481,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,6,NA,NA
1852,1.14,Average Home Price (City of Toronto),m,c,839943,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,7,NA,NA
1853,1.14,Average Home Price (City of Toronto),m,c,818715,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,8,NA,NA
1854,1.14,Average Home Price (City of Toronto),m,c,913096,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,9,NA,NA
1855,1.14,Average Home Price (City of Toronto),m,c,925498,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,10,NA,NA
1856,1.14,Average Home Price (City of Toronto),m,c,910419,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,11,NA,NA
1857,1.14,Average Home Price (City of Toronto),m,c,885132,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2019,12,NA,NA
1858,1.14,Average Home Price (City of Toronto),m,c,884385,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,1,NA,NA
1859,1.14,Average Home Price (City of Toronto),m,c,989218,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,2,NA,NA
1860,1.14,Average Home Price (City of Toronto),m,c,987787,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,3,NA,NA
1861,1.14,Average Home Price (City of Toronto),m,c,881424,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,4,NA,NA
1862,1.14,Average Home Price (City of Toronto),m,c,955273,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,5,NA,NA
1863,1.14,Average Home Price (City of Toronto),m,c,1022138,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,6,NA,NA
1864,1.14,Average Home Price (City of Toronto),m,c,1017320,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,7,NA,NA
1865,1.14,Average Home Price (City of Toronto),m,c,1012506,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,8,NA,NA
1866,1.14,Average Home Price (City of Toronto),m,c,1022051,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,9,NA,NA
1867,1.14,Average Home Price (City of Toronto),m,c,1025925,0.03,NA,NA,Up,Economy,Source: Toronto Real Estate Board,Colour scheme is based on the City 's financial perspective that increased house prices reflect an improving economy and increased land transfer tax revenues to City,2020,10,NA,NA
